criminal_id,name,age,gender,occupation,gang,previous_cases,risk_score,phone,district,police_station
CR00920,Matthew Bansal,56,Male,Police,South Syndicate,12,100,09960438787,Haveri,Haveri Rural
CR00921,Warinder Nagy,41,Female,Software Engineer,South Syndicate,12,100,07881161620,Raichur,Raichur Rural
CR00922,Zinal Dara,46,Male,Student,East Crew,9,100,+913710672872,Davanagere,Davanagere Rural
CR00923,Mohini Andra,64,Female,Unemployed,Highway Gang,13,100,01644859592,Chitradurga,Chitradurga Town
CR00924,Bina Virk,27,Male,Teacher,Cyber Ring,4,87,3958947735,Koppal,Koppal Town
CR00925,Nitesh Viswanathan,42,Male,Driver,None,10,100,7056227104,Vijayanagara,Vijayanagara East
CR00926,Ryan Chandra,47,Male,Student,Highway Gang,8,100,7510979215,Bidar,Bidar East
CR00927,Hemani Atwal,20,Female,Doctor,East Crew,12,100,+914469459648,Kodagu,Kodagu Rural
CR00928,Faras Dua,32,Male,Driver,Cyber Ring,15,100,+913424912896,Ramanagara,Ramanagara Rural
CR00929,Aradhana Solanki,58,Female,Farmer,East Crew,8,100,+912033192227,Yadgir,Yadgir East
CR00930,Ekiya Brahmbhatt,59,Male,Driver,South Syndicate,13,100,+912876754813,Haveri,Haveri East
CR00931,Krishna Rajan,65,Female,Doctor,Highway Gang,8,100,7548581932,Belagavi,Market
CR00932,Luke Sarkar,48,Male,Software Engineer,East Crew,13,100,7741865205,Mandya,Mandya East
CR00933,Hiral Samra,27,Female,Electrician,South Syndicate,8,100,+919836520375,Kolar,Kolar Town
CR00934,Abdul Mukherjee,41,Female,Police,South Syndicate,11,100,01548094047,Ballari,Ballari Rural
CR00935,Caleb Kulkarni,58,Male,Labour,East Crew,1,54,00907977278,Chitradurga,Chitradurga East
CR00936,Balvan Pingle,52,Female,Software Engineer,None,5,69,+919222161070,Koppal,Koppal Town
CR00937,Gunbir Mall,55,Female,Business,East Crew,8,100,+919055295806,Bengaluru Rural,Bengaluru Rural East
CR00938,Darsh Bhattacharyya,49,Female,Software Engineer,Cyber Ring,4,77,+918241270493,Chitradurga,Chitradurga Rural
CR00939,Oscar Aggarwal,32,Male,Labour,South Syndicate,3,67,04851579197,Bengaluru Urban,Yelahanka
CR00940,Jackson Chana,25,Male,Driver,Highway Gang,13,100,+911259020357,Vijayanagara,Vijayanagara Town
CR00941,Yatin Morar,26,Female,Doctor,East Crew,11,100,3240642429,Raichur,Raichur Rural
CR00942,Odika Kara,25,Male,Business,East Crew,5,84,+914324474175,Bagalkot,Bagalkot East
CR00943,Ikshita Virk,26,Male,Mechanic,East Crew,7,99,02096289365,Bengaluru Urban,Indiranagar
CR00944,Sarthak Oommen,45,Male,Student,None,2,39,8841834374,Shivamogga,Shivamogga Rural
CR00945,Jack Varughese,48,Male,Teacher,Cyber Ring,1,49,2727955969,Kolar,Kolar Town
CR00946,Ekantika Cheema,24,Male,Doctor,East Crew,2,62,5026755125,Mysuru,Nazarbad
CR00947,Nicholas Sibal,19,Male,Business,South Syndicate,6,96,2079799667,Mysuru,Lashkar
CR00948,Zayyan Prakash,64,Male,Labour,East Crew,11,100,5764038166,Bidar,Bidar East
CR00949,Nandini Balakrishnan,51,Male,Unemployed,Cyber Ring,3,70,+918249839225,Shivamogga,Shivamogga Town
CR00950,Gautam More,18,Male,Student,South Syndicate,9,100,+915762702324,Vijayapura,Vijayapura East
CR00951,Faris Goyal,61,Male,Business,Cyber Ring,11,100,+913613285072,Bidar,Bidar Rural
CR00952,Harish Sinha,32,Female,Farmer,Highway Gang,12,100,6376731625,Chamarajanagar,Chamarajanagar East
CR00953,Mugdha Narain,26,Female,Software Engineer,Highway Gang,3,73,06968157903,Bengaluru Rural,Bengaluru Rural East
CR00954,Wahab Pillay,25,Female,Teacher,None,1,42,05809961327,Dakshina Kannada,Barke
CR00955,Chaitanya Kakar,44,Female,Mechanic,Highway Gang,9,100,06156262446,Chikkaballapur,Chikkaballapur East
CR00956,Bakhshi Lal,41,Male,Driver,Highway Gang,2,71,02268171516,Yadgir,Yadgir East
CR00957,Naveen Nagar,60,Male,Farmer,Highway Gang,3,68,+919867076604,Hassan,Hassan East
CR00958,Aarna D’Alia,24,Male,Farmer,Highway Gang,12,100,7857585126,Raichur,Raichur East
CR00959,Fariq Doctor,43,Male,Student,East Crew,6,100,+915943897607,Chamarajanagar,Chamarajanagar East
CR00960,Balveer Dara,55,Female,Police,East Crew,15,100,07509546540,Shivamogga,Shivamogga East
CR00961,Praneel Memon,49,Female,Business,Highway Gang,11,100,06075409150,Mysuru,Devaraja
CR00962,Yuvraj Gill,49,Male,Police,None,3,48,+918122764579,Chikkamagaluru,Chikkamagaluru Rural
CR00963,Tara Baria,22,Female,Police,None,0,20,+915502916815,Ramanagara,Ramanagara Town
CR00964,Pahal Rattan,38,Male,Teacher,Highway Gang,5,83,+912416139449,Koppal,Koppal East
CR00965,Chandran Prasad,47,Male,Teacher,Cyber Ring,2,71,7364248096,Shivamogga,Shivamogga Rural
CR00966,Bhavani Mahajan,39,Male,Driver,Cyber Ring,15,100,+916306244795,Chikkamagaluru,Chikkamagaluru East
CR00967,Timothy Kar,42,Female,Electrician,Highway Gang,3,65,+915319497969,Hassan,Hassan Rural
CR00968,Lopa Soni,37,Male,Electrician,South Syndicate,1,61,0555572773,Kodagu,Kodagu East
CR00969,Madhavi Kumer,49,Male,Doctor,East Crew,4,87,00917851385,Raichur,Raichur Rural
CR00970,Bishakha Murty,50,Male,Mechanic,Highway Gang,15,100,07029929596,Kodagu,Kodagu Town
CR00971,Arin Mander,61,Female,Teacher,Cyber Ring,15,100,7368269116,Dharwad,Dharwad East
CR00972,Siddharth Choudhry,26,Female,Software Engineer,None,1,28,4226865369,Kolar,Kolar Town
CR00973,Ekaja Patil,40,Female,Mechanic,Highway Gang,10,100,1588863677,Bengaluru Rural,Bengaluru Rural Rural
CR00974,Shivani Dugar,59,Female,Doctor,South Syndicate,1,50,+916408572169,Chikkaballapur,Chikkaballapur Town
CR00975,Omya Roy,28,Male,Labour,East Crew,2,66,+910932998199,Bengaluru Rural,Bengaluru Rural Rural
CR00976,Arin Nair,54,Female,Teacher,Highway Gang,1,48,3297150968,Mysuru,Devaraja
CR00977,Neel Shankar,42,Female,Software Engineer,Cyber Ring,15,100,03273524103,Bagalkot,Bagalkot Rural
CR00978,Tripti Konda,31,Female,Electrician,None,15,100,9732781952,Raichur,Raichur East
CR00979,Turvi Boase,45,Male,Electrician,Cyber Ring,5,82,+910687616481,Chitradurga,Chitradurga Rural
CR00980,Reva Srivastava,37,Female,Student,East Crew,6,90,0460568761,Chikkamagaluru,Chikkamagaluru Town
CR00981,Madhav Lala,22,Female,Mechanic,Cyber Ring,3,70,1256523734,Dakshina Kannada,Barke
CR00982,Forum Borah,50,Female,Mechanic,None,11,100,07345475749,Mandya,Mandya Rural
CR00983,Balendra Dey,57,Female,Police,Highway Gang,6,93,+918403595442,Dharwad,Dharwad Rural
CR00984,Vaishnavi Sarraf,54,Female,Student,Cyber Ring,0,54,4222946430,Uttara Kannada,Uttara Kannada Town
CR00985,Chavvi Divan,45,Male,Labour,Cyber Ring,8,100,0458867925,Tumakuru,Tumakuru East
CR00986,Yachana Murthy,27,Female,Mechanic,Highway Gang,11,100,5672872760,Bengaluru Urban,Indiranagar
CR00987,Hema Kar,44,Female,Teacher,None,10,100,03324913577,Mandya,Mandya Town
CR00988,Vedant Jain,33,Male,Business,Cyber Ring,8,100,00615814888,Chikkaballapur,Chikkaballapur Rural
CR00989,Daksh Sekhon,47,Female,Labour,South Syndicate,0,53,8334233720,Tumakuru,Tumakuru Rural
CR00990,Arunima Chand,35,Male,Driver,None,13,100,3128403339,Chamarajanagar,Chamarajanagar Town
CR00991,Ucchal Chaudhari,20,Female,Driver,Cyber Ring,8,100,0513717173,Bidar,Bidar East
CR00992,Tanveer Sur,22,Female,Software Engineer,East Crew,2,58,09096173997,Koppal,Koppal Rural
CR00993,Zayan Ray,54,Male,Labour,South Syndicate,12,100,4725878444,Chikkaballapur,Chikkaballapur Town
CR00994,Harita Maharaj,25,Female,Software Engineer,None,15,100,8847127058,Chikkaballapur,Chikkaballapur East
CR00995,Warhi Gade,24,Male,Student,Highway Gang,7,100,+911641758231,Chamarajanagar,Chamarajanagar Town
CR00996,Tanay Mohanty,21,Female,Labour,Highway Gang,14,100,4587149392,Chikkamagaluru,Chikkamagaluru East
CR00997,Naksh Handa,48,Male,Teacher,East Crew,3,68,02292587964,Kodagu,Kodagu Rural
CR00998,Adya Sodhi,37,Male,Police,Highway Gang,11,100,05245557469,Raichur,Raichur Rural
CR00999,Omisha Ahluwalia,42,Female,Police,South Syndicate,1,59,00652740334,Chikkamagaluru,Chikkamagaluru East
CR01000,Kashvi Bajwa,46,Female,Driver,Cyber Ring,3,76,06658833987,Uttara Kannada,Uttara Kannada Town
CR01001,Hredhaan Borde,37,Male,Business,East Crew,8,100,+912579706734,Belagavi,Camp
CR01002,Daniel Chaudhuri,35,Male,Electrician,Highway Gang,10,100,+915485741721,Tumakuru,Tumakuru Town
CR01003,Odika Doshi,24,Male,Unemployed,East Crew,13,100,+919493817359,Raichur,Raichur Rural
CR01004,Bishakha Bains,64,Female,Electrician,East Crew,2,56,+911557325737,Gadag,Gadag East
CR01005,Gauri Issac,59,Male,Driver,South Syndicate,1,60,4490216667,Mandya,Mandya Rural
CR01006,Darpan Vala,23,Male,Business,East Crew,6,95,00960858749,Dakshina Kannada,Kankanady
CR01007,Ekalinga Borra,38,Female,Electrician,Cyber Ring,4,76,1818281979,Mysuru,Devaraja
CR01008,Elijah Sankar,36,Male,Farmer,South Syndicate,8,100,07725129578,Mysuru,Lashkar
CR01009,Ansh Ratti,54,Male,Driver,South Syndicate,11,100,4096003562,Dharwad,Dharwad Rural
CR01010,Udant Narain,34,Male,Driver,None,7,88,7395923234,Hassan,Hassan Town
CR01011,Harrison Bal,23,Female,Business,Cyber Ring,13,100,9028515533,Chikkamagaluru,Chikkamagaluru Town
CR01012,Chavvi Gade,61,Female,Farmer,Cyber Ring,0,47,04335027160,Gadag,Gadag Rural
CR01013,Sathvik Rai,36,Female,Mechanic,South Syndicate,6,92,+917763369112,Yadgir,Yadgir Rural
CR01014,Nicholas Kadakia,36,Male,Mechanic,South Syndicate,13,100,+917955633185,Koppal,Koppal Town
CR01015,Aadhya Trivedi,34,Male,Doctor,South Syndicate,13,100,+917006661554,Bagalkot,Bagalkot Rural
CR01016,Radha Mital,59,Female,Farmer,East Crew,7,96,+911670450232,Kolar,Kolar East
CR01017,Kabir Venkataraman,62,Female,Police,South Syndicate,15,100,+912700934596,Uttara Kannada,Uttara Kannada Rural
CR01018,Oni Gera,34,Male,Farmer,Highway Gang,12,100,+918225120734,Ramanagara,Ramanagara East
CR01019,Kashvi Lanka,48,Female,Doctor,East Crew,1,49,5005070260,Vijayanagara,Vijayanagara Town
CR01020,Omkaar Dugar,42,Female,Mechanic,East Crew,0,51,+910531611776,Kalaburagi,Kalaburagi East
CR01021,Krish Acharya,29,Female,Business,Cyber Ring,4,87,07742585917,Ballari,Ballari East
CR01022,Rohan Dass,38,Female,Business,Highway Gang,10,100,+918223116491,Bengaluru Urban,Cubbon Park
CR01023,Upkaar Krishna,49,Female,Unemployed,East Crew,3,75,+914579889425,Ballari,Ballari Town
CR01024,Kavya Dhillon,57,Female,Labour,East Crew,13,100,0603202032,Vijayapura,Vijayapura Rural
CR01025,Ekantika Apte,49,Male,Labour,South Syndicate,13,100,7753967379,Dakshina Kannada,Kankanady
CR01026,Ria Dalal,32,Male,Driver,South Syndicate,1,63,4855245787,Bengaluru Urban,Ashok Nagar
CR01027,Hema Venkataraman,45,Male,Electrician,South Syndicate,8,100,01560821371,Raichur,Raichur Rural
CR01028,Chakrika Date,49,Female,Electrician,East Crew,14,100,04768182683,Raichur,Raichur East
CR01029,Tristan Badal,31,Female,Business,None,4,57,+915892988085,Davanagere,Davanagere Town
CR01030,Ojas Prasad,55,Male,Doctor,Cyber Ring,8,100,+911293289634,Vijayapura,Vijayapura East
CR01031,Nandini Minhas,33,Female,Police,Highway Gang,5,83,08677524014,Vijayanagara,Vijayanagara Town
CR01032,Sathvik Bhavsar,61,Male,Mechanic,None,10,100,+916227236266,Chitradurga,Chitradurga East
CR01033,Yuvraj Palla,23,Female,Unemployed,East Crew,3,79,+913426192372,Bengaluru Urban,Ashok Nagar
CR01034,Falak Apte,18,Female,Driver,East Crew,14,100,1848197374,Koppal,Koppal East
CR01035,Suhani Dube,21,Female,Software Engineer,Cyber Ring,10,100,+915406417692,Bengaluru Urban,Indiranagar
CR01036,Bishakha Kar,42,Male,Mechanic,Cyber Ring,2,64,1199537660,Yadgir,Yadgir East
CR01037,Ati Majumdar,23,Male,Student,South Syndicate,5,85,08564510173,Yadgir,Yadgir Rural
CR01038,Timothy Saraf,59,Male,Farmer,Highway Gang,12,100,4178996986,Chitradurga,Chitradurga East
CR01039,Hritik Chaudhari,61,Male,Software Engineer,Highway Gang,15,100,1135996605,Ramanagara,Ramanagara Rural
CR01040,Triveni Virk,46,Female,Electrician,Cyber Ring,11,100,+916603920514,Chamarajanagar,Chamarajanagar Rural
CR01041,Ayush Shan,41,Male,Mechanic,None,13,100,05553470574,Shivamogga,Shivamogga Rural
CR01042,Shaurya Nagy,47,Male,Police,None,2,40,6527155983,Kalaburagi,Kalaburagi Rural
CR01043,Damini Chaudhuri,51,Male,Teacher,Cyber Ring,15,100,1659726347,Mandya,Mandya East
CR01044,Geetika Sarma,37,Male,Business,None,13,100,02250139488,Vijayanagara,Vijayanagara Rural
CR01045,Pranav Rao,54,Male,Labour,Cyber Ring,7,98,1311964258,Gadag,Gadag Rural
CR01046,Mekhala Deol,45,Female,Farmer,Cyber Ring,1,62,01499153703,Bengaluru Rural,Bengaluru Rural East
CR01047,Anusha Bal,23,Male,Farmer,East Crew,8,100,03333732043,Chikkamagaluru,Chikkamagaluru East
CR01048,Vasudha Sarna,20,Male,Mechanic,South Syndicate,5,89,08893628969,Udupi,Udupi Rural
CR01049,Advika Patla,60,Female,Doctor,Cyber Ring,10,100,06553585125,Ramanagara,Ramanagara Rural
CR01050,Kabir Char,23,Female,Police,South Syndicate,10,100,7851935837,Chamarajanagar,Chamarajanagar Town
CR01051,Chatresh Sharma,43,Male,Driver,Cyber Ring,13,100,7796120878,Bagalkot,Bagalkot Town
CR01052,Idika Sood,60,Female,Teacher,Highway Gang,15,100,2151494097,Raichur,Raichur Rural
CR01053,Kiaan Randhawa,26,Male,Student,East Crew,12,100,+917484539862,Belagavi,Camp
CR01054,Abeer Bera,31,Female,Police,South Syndicate,0,44,5911918623,Uttara Kannada,Uttara Kannada Town
CR01055,Praneel Golla,52,Male,Farmer,Highway Gang,7,100,+917151169666,Udupi,Udupi East
CR01056,Lakshit Oza,19,Male,Business,South Syndicate,14,100,+911452647124,Haveri,Haveri Rural
CR01057,Sai Karan,46,Male,Student,Highway Gang,14,100,01571840908,Haveri,Haveri Town
CR01058,Kashvi Chandran,24,Female,Mechanic,None,12,100,+910800564099,Dakshina Kannada,Pandeshwar
CR01059,Ekaraj Gera,49,Female,Student,None,9,93,+919728351295,Haveri,Haveri Rural
CR01060,Ridhi Goel,53,Male,Teacher,Highway Gang,0,53,2709081441,Kolar,Kolar Rural
CR01061,Pranit Vasa,59,Female,Electrician,None,15,100,+911739295786,Haveri,Haveri East
CR01062,Jackson Bhatti,30,Female,Software Engineer,South Syndicate,0,54,03523736050,Chitradurga,Chitradurga East
CR01063,Hardik Venkatesh,61,Female,Doctor,Cyber Ring,7,100,+915899886834,Chikkaballapur,Chikkaballapur East
CR01064,Krishna Sem,42,Female,Police,East Crew,4,83,+914666617071,Ramanagara,Ramanagara East
CR01065,Veda Ramachandran,36,Male,Police,South Syndicate,15,100,07408031499,Koppal,Koppal Town
CR01066,Dipta Bava,56,Female,Farmer,South Syndicate,4,85,0046358068,Chamarajanagar,Chamarajanagar Town
CR01067,Yashoda Prabhakar,53,Male,Driver,East Crew,15,100,0317235137,Chikkaballapur,Chikkaballapur Town
CR01068,Alexander Bath,29,Male,Farmer,East Crew,8,100,03140352635,Mysuru,Vijayanagar
CR01069,Chaitanya Dugal,25,Male,Electrician,None,13,100,+919394694346,Koppal,Koppal Town
CR01070,Ojasvi Sachdev,53,Female,Business,East Crew,10,100,04374906072,Shivamogga,Shivamogga Town
CR01071,Ekavir Contractor,25,Male,Doctor,Highway Gang,1,51,+912712852464,Tumakuru,Tumakuru Rural
CR01072,Bhavani Lal,58,Male,Student,Cyber Ring,1,59,+911631873280,Bengaluru Rural,Bengaluru Rural Town
CR01073,Varenya Chopra,50,Female,Unemployed,East Crew,5,83,+913062113695,Raichur,Raichur Rural
CR01074,Luke Sathe,25,Male,Electrician,East Crew,4,85,0833509025,Dakshina Kannada,Pandeshwar
CR01075,Parth Palla,39,Female,Labour,South Syndicate,0,45,03066248132,Udupi,Udupi Rural
CR01076,Gautami Sarna,44,Female,Police,East Crew,2,63,+917139848228,Davanagere,Davanagere East
CR01077,Dakshesh Choudhury,26,Female,Mechanic,Cyber Ring,4,85,1688092550,Gadag,Gadag Town
CR01078,Hemang Kaur,41,Male,Electrician,Cyber Ring,14,100,+916090691309,Tumakuru,Tumakuru East
CR01079,Anmol Soni,23,Female,Software Engineer,Cyber Ring,0,52,6496737945,Yadgir,Yadgir Town
CR01080,Varenya Dua,20,Male,Doctor,Highway Gang,5,81,08532426425,Ballari,Ballari Rural
CR01081,Rachana Mital,62,Female,Unemployed,Highway Gang,9,100,+910768362536,Dharwad,Dharwad East
CR01082,Omisha Sharma,51,Male,Unemployed,None,11,100,7767555628,Udupi,Udupi Rural
CR01083,Yatan Kalla,57,Female,Unemployed,South Syndicate,14,100,3939578654,Vijayapura,Vijayapura East
CR01084,Maya Dhaliwal,23,Male,Labour,South Syndicate,12,100,01874960335,Vijayapura,Vijayapura Rural
CR01085,Leena Varughese,36,Male,Farmer,South Syndicate,12,100,02703692492,Kalaburagi,Kalaburagi East
CR01086,Rudra Dora,52,Female,Student,South Syndicate,10,100,05732759980,Bagalkot,Bagalkot Town
CR01087,Dhruv Chada,21,Female,Teacher,Cyber Ring,13,100,+910051553234,Bengaluru Rural,Bengaluru Rural East
CR01088,Janani Mutti,25,Female,Teacher,None,3,44,7752441822,Shivamogga,Shivamogga East
CR01089,Ojasvi Dani,55,Male,Software Engineer,East Crew,14,100,9628874312,Chikkaballapur,Chikkaballapur East
CR01090,Gunbir Baral,63,Female,Labour,Cyber Ring,9,100,+916767209579,Mysuru,Vijayanagar
CR01091,Sara Bahri,30,Female,Electrician,East Crew,3,67,09551512294,Kalaburagi,Kalaburagi East
CR01092,Mason Choudhry,23,Male,Driver,Highway Gang,4,85,3541597099,Udupi,Udupi Rural
CR01093,Omkaar Patla,22,Female,Police,Highway Gang,4,84,03848075203,Chamarajanagar,Chamarajanagar Rural
CR01094,Adya Sen,58,Female,Electrician,East Crew,12,100,05047158029,Kolar,Kolar Rural
CR01095,Anirudh Mittal,26,Female,Unemployed,South Syndicate,13,100,03766046558,Bengaluru Urban,Yelahanka
CR01096,Niharika Oommen,25,Male,Electrician,Cyber Ring,4,87,+915483744171,Uttara Kannada,Uttara Kannada East
CR01097,Yashodhara Comar,41,Male,Doctor,South Syndicate,1,61,+912131251293,Yadgir,Yadgir East
CR01098,Faqid Andra,36,Male,Labour,None,3,48,0591297519,Davanagere,Davanagere East
CR01099,Daksh Dewan,37,Female,Electrician,East Crew,3,64,+911211063301,Chitradurga,Chitradurga Rural
CR01100,Ekani Wagle,44,Male,Teacher,South Syndicate,4,81,+917379274907,Tumakuru,Tumakuru East
CR01101,Yashica Ahuja,49,Male,Farmer,South Syndicate,6,99,+912342893113,Udupi,Udupi East
CR01102,Ekanta Kari,54,Female,Doctor,None,2,50,+916949684364,Gadag,Gadag Rural
CR01103,Wridesh Wali,56,Male,Business,Highway Gang,10,100,+914421017509,Haveri,Haveri East
CR01104,Fariq Sehgal,23,Female,Mechanic,Highway Gang,14,100,+911595919457,Bengaluru Urban,Koramangala
CR01105,Varsha Prabhakar,60,Female,Unemployed,East Crew,12,100,04758339205,Kodagu,Kodagu Town
CR01106,Udyati Shenoy,54,Female,Labour,South Syndicate,2,59,06777226602,Raichur,Raichur Town
CR01107,Lakshmi Dixit,52,Male,Doctor,South Syndicate,2,62,05062292310,Yadgir,Yadgir East
CR01108,Urmi Doctor,25,Male,Driver,Cyber Ring,15,100,05307624843,Vijayapura,Vijayapura Town
CR01109,Vidhi Tata,55,Female,Farmer,South Syndicate,6,98,06270511579,Udupi,Udupi East
CR01110,Lohit Keer,19,Female,Mechanic,Cyber Ring,12,100,7367042549,Ballari,Ballari Rural
CR01111,Jairaj Dayal,38,Female,Teacher,None,13,100,4552597107,Uttara Kannada,Uttara Kannada East
CR01112,Omisha Koshy,36,Male,Business,None,3,52,+915357485953,Kodagu,Kodagu Town
CR01113,Ekanta Karnik,61,Male,Driver,South Syndicate,2,66,9933797058,Chitradurga,Chitradurga Rural
CR01114,Leena Divan,37,Female,Farmer,None,5,70,5187794176,Raichur,Raichur Town
CR01115,Anya Dhar,34,Female,Farmer,Highway Gang,4,73,00733055978,Vijayapura,Vijayapura Rural
CR01116,Anjali Nagarajan,55,Male,Electrician,South Syndicate,6,100,05983399140,Shivamogga,Shivamogga East
CR01117,Yamini Mandal,47,Female,Farmer,East Crew,3,79,+916604432400,Ballari,Ballari Rural
CR01118,Farhan Pillay,19,Female,Labour,Highway Gang,0,43,02768297514,Mandya,Mandya Town
CR01119,Anya Hora,37,Female,Electrician,Cyber Ring,7,98,9742925010,Mandya,Mandya Town
CR01120,Vansha Pillay,28,Male,Labour,South Syndicate,6,100,+915680656259,Davanagere,Davanagere East
CR01121,Barkha Naik,57,Female,Police,None,14,100,9080271122,Bagalkot,Bagalkot Rural
CR01122,Nihal Keer,35,Female,Police,None,0,32,+915551651768,Vijayanagara,Vijayanagara Rural
CR01123,Omaja Randhawa,36,Male,Business,South Syndicate,11,100,2813721433,Kolar,Kolar East
CR01124,Arjun Ben,25,Male,Unemployed,None,9,100,3700332285,Dharwad,Dharwad East
CR01125,Lila Randhawa,38,Female,Police,South Syndicate,13,100,+918470681039,Koppal,Koppal East
CR01126,Sathvik Karpe,38,Female,Student,East Crew,14,100,7051958263,Chikkaballapur,Chikkaballapur East
CR01127,Abhimanyu Manda,26,Male,Doctor,None,10,100,08586239453,Vijayanagara,Vijayanagara East
CR01128,Abha Ramaswamy,44,Female,Mechanic,None,0,22,+914707986321,Mysuru,Vijayanagar
CR01129,Lila Chhabra,46,Male,Software Engineer,Cyber Ring,2,68,3394394570,Bagalkot,Bagalkot East
CR01130,Zayyan Kalla,18,Male,Electrician,Highway Gang,11,100,0403253765,Bidar,Bidar East
CR01131,Mahika Gandhi,65,Male,Teacher,Highway Gang,6,99,07894319100,Bagalkot,Bagalkot Town
CR01132,Advay Mahal,58,Female,Unemployed,None,6,75,+914769210533,Udupi,Udupi East
CR01133,Kashish Borra,20,Female,Electrician,Highway Gang,7,100,06040142473,Yadgir,Yadgir Rural
CR01134,Azaan Soni,43,Male,Teacher,South Syndicate,0,55,+910113798440,Udupi,Udupi East
CR01135,Dev Dua,65,Male,Farmer,Cyber Ring,5,84,+911660076762,Chamarajanagar,Chamarajanagar East
CR01136,Chaitanya Bhatnagar,32,Female,Student,South Syndicate,2,56,04734043370,Chikkamagaluru,Chikkamagaluru East
CR01137,Radhika Suresh,18,Female,Police,Cyber Ring,8,100,+910451957782,Vijayapura,Vijayapura Rural
CR01138,Kamya Zachariah,35,Male,Police,Highway Gang,10,100,+915562965754,Uttara Kannada,Uttara Kannada Rural
CR01139,Warda Reddy,64,Male,Driver,East Crew,15,100,06194255778,Kalaburagi,Kalaburagi Town
CR01140,Brijesh Oza,18,Female,Student,Cyber Ring,13,100,2958292361,Hassan,Hassan Rural
CR01141,Isaac Thaker,65,Male,Unemployed,Cyber Ring,2,69,0819048235,Tumakuru,Tumakuru Town
CR01142,Jackson Nanda,39,Female,Farmer,South Syndicate,2,59,5868639561,Chamarajanagar,Chamarajanagar Town
